2.77110708	0.91231478
2.48700452	2.54166536
0.72664511	0.93598373
4.30446766	0.28002166
3.74141444	0.07449812
2.62188370	0.64234551
3.32129118	-0.40969425
2.26202047	0.05885998
3.01911735	1.71193922
1.96167031	1.23970210
4.16404258	0.28085252
2.84991869	-1.19178245
1.92492126	0.31919894
2.19758193	-1.62072876
1.64973358	1.81757329
2.87065413	-0.84400911
3.29023074	-0.49913230
3.95883693	-0.36064818
1.95521594	-1.49123786
3.75141897	0.54882053
3.64482765	1.90577953
2.93198351	2.40539956
3.29221366	-1.20681872
3.60159536	-0.56319023
3.60522993	0.00074727
3.06626443	-0.11978712
2.74400867	0.88008495
2.56086809	-1.37869464
1.05152185	-0.54649882
3.04493914	-1.21187456
1.76314889	-1.45695401
3.79773448	0.30173784
3.30950894	-1.86651770
3.54543066	-1.16217520
2.53362461	-0.91054375
2.72067879	0.37282544
1.59849921	1.81233834
3.41184390	-0.84488848
1.62117529	0.77065968
3.20309926	-0.73231268
1.59055918	1.20921394
4.07010026	0.58444496
2.07834050	-0.02689778
3.93265370	-0.61545511
3.32285142	1.17423316
3.59304379	-0.81995582
2.91144016	-0.34608470
2.38916567	-1.73303336
5.11443170	0.58398925
3.59964227	1.25840961
3.77977123	0.85773533
2.12070899	-0.14273022
3.18456401	-2.77607982
2.22615754	0.93848406
3.39618003	0.70292740
2.96870481	-0.39234685
3.24214403	0.91512930
4.39025460	0.56461233
3.01921435	-1.22282580
3.16602346	0.36410766
3.31429927	-0.43815475
3.37015746	0.07373542
4.03142840	-0.34815443
2.24481143	-1.01952675
2.50684771	-1.08994918
2.43943851	-1.79012334
3.49007081	0.95132457
2.44025883	-0.12876508
2.75527907	-0.42690529
3.14310917	0.13693842
3.15874008	1.12484980
2.74550857	0.44689589
2.40309378	0.32000172
4.05490071	-0.37872682
4.17626132	0.41629761
2.71388526	-0.34792210
2.77100131	-0.51135805
3.80951415	0.90781525
1.82311997	0.07986989
2.25796384	1.05640764
4.60314338	-0.34083940
3.55375015	1.48108603
3.13262858	0.17804368
3.75515537	-0.72769292
1.45324000	-0.72583600
3.43698509	0.75339162
2.13480406	0.88554351
3.87554263	0.12143689
2.61549819	0.70440710
2.79539908	0.05474329
3.29987341	1.36673733
3.88699524	0.31219041
2.32202957	0.25659664
1.94769836	0.96463220
2.08382978	1.09447960
3.45140635	0.46982882
2.74252320	-0.80353597
3.64273224	-1.09025813
2.55738910	1.14529793
1.00214211	-0.47490814
3.05740988	3.88256236
4.63065345	5.28902051
3.86840649	4.40481859
5.29070928	6.66963396
4.19353865	6.51078516
3.84210379	3.58226192
3.63737418	5.38345601
4.87546201	5.89664522
4.66117341	5.39869361
6.23413559	3.83707971
5.77281573	4.80978243
3.30041200	4.10968085
3.57632803	5.29209313
4.22480021	4.22600706
5.02822285	6.43771563
3.08242504	5.38669136
3.18828223	4.50053474
3.44575874	5.90419699
2.59372280	5.07876981
4.97850553	5.25966026
3.69534660	5.61464489
4.83141133	4.59698906
5.15087994	3.82789626
5.97366713	5.56373275
2.29937868	6.31245075
5.24823979	5.35606663
2.08363116	4.93144234
2.93220959	4.46402410
4.79739690	4.76538395
4.24986043	3.88807748
2.94753083	5.13232126
3.06436397	2.80541605
3.84968038	3.87663531
5.41937749	3.25300307
4.20245819	5.92984123
3.50705559	6.50097803
3.43439128	7.08902435
4.48889396	6.46651104
3.80062622	5.85840095
3.15531980	4.55994393
1.02737037	5.01420421
4.07624076	4.90420108
3.40247781	3.36535056
4.75683801	4.78369129
5.75189489	4.81546908
3.88728743	6.08104029
2.52436467	3.46889849
4.94031632	4.87630254
4.85286954	4.48253963
4.22033762	3.99110915
3.74473898	3.26651165
3.54090057	5.22160148
4.01176480	5.35389820
4.64136876	3.78731765
